num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,cast_total_facebook_likes,facenumber_in_poster,language,country,content_rating,budget,actor_2_facebook_likes,imdb_score,aspect_ratio
129,68,116,481,8000,53868030,Comedy|Crime,10557,2,English,USA,PG-13,17000000,503,7,2.35
156,94,52,261,567,59573085,Comedy|Family|Romance,2259,10,English,USA,PG-13,18000000,312,6.1,2.35
103,99,42,557,975,52691009,Comedy|Family,3567,2,English,USA,PG,21000000,569,6.6,2.35
217,107,323,794,1000,59735548,Action|Horror|Sci-Fi,4223,1,English,USA,R,15000000,1000,7.8,1.85
134,180,869,521,692,51600000,Biography|Drama|History|Music,3076,0,English,USA,R,18000000,670,8.3,2.35
146,89,29,458,2000,43818159,Horror|Mystery,4867,0,English,USA,PG-13,20000000,690,3.9,2.35
159,97,70,625,2000,86049418,Comedy,5032,4,English,USA,PG-13,17000000,1000,7,1.85
111,113,22,148,727,43601508,Comedy|Drama|Romance,1310,1,English,USA,PG-13,18000000,171,6.7,1.85
187,131,500,555,1000,41300105,Drama|Mystery,3261,0,English,UK,R,19800000,559,7.3,2.35
20,44,,650,828,,Comedy|Drama|Romance,2546,8,English,USA,TV-PG,,787,7.5,1.78
44,103,0,805,12000,41382841,Comedy|Drama|Fantasy|Romance,14672,0,English,USA,PG-13,18000000,899,6.3,1.85
588,119,0,529,15000,42335698,Comedy|Drama|Romance,21668,8,English,USA,R,18000000,6000,7.8,1.85
415,98,11000,218,594,33404871,Drama,1353,1,English,USA,PG-13,18000000,268,7.3,2.35
279,111,521,64,97,31471430,Drama|History|Thriller,313,0,English,USA,R,15000000,68,7.6,2.35
97,94,23,582,2000,30222640,Drama|Music|Romance,4868,2,English,USA,PG-13,25000000,1000,5.3,1.85
60,122,380,2000,18000,26830000,Drama|History|War,32930,3,English,USA,R,18000000,11000,7.9,1.85
27,81,8,341,844,26906039,Action|Comedy,2653,2,English,USA,PG-13,18000000,456,5.3,1.85
212,89,0,606,2000,21378000,Fantasy|Horror,4877,0,English,USA,R,1000000,826,6.8,2.35
110,106,80,723,2000,43853424,Biography|Drama|Family|Sport,5024,1,English,USA,PG,18000000,795,7.1,2.35
45,122,0,191,643,,Comedy|Drama|War,2032,0,English,USA,R,18000000,559,7.2,2.35
190,86,62,59,390,23993605,Comedy|Crime|Drama,727,1,English,USA,R,18000000,258,5.8,2.35
77,103,130,406,691,26400000,Action|Adventure|Fantasy,2481,1,English,USA,PG,18000000,476,5.8,2.35
151,121,17000,356,22000,45250,Biography|Drama|Sport,23008,1,English,USA,R,18000000,394,8.3,1.85
111,109,7,827,2000,22927390,Drama|Romance,4947,0,English,USA,PG-13,18000000,980,5.6,1.85
64,109,272,124,155,4250320,Adventure|Fantasy|Mystery|Thriller,605,1,English,USA,PG-13,18000000,144,6.8,1.85
134,123,64,637,808,22452209,Comedy|Drama|Musical|Romance,5734,0,English,USA,PG,18000000,720,5,2.35
450,94,0,223,11000,18329466,Adventure|Biography|Drama|Thriller,11984,0,English,USA,R,18000000,642,7.6,1.85
128,94,11000,975,11000,17071230,Comedy|Crime,23283,0,English,USA,PG,18000000,11000,6.7,1.85
68,115,13,111,757,17174870,Drama|Music|Romance,1201,2,English,USA,PG-13,18000000,220,6.7,2.35
97,107,24,85,10000,26284475,Comedy,10691,13,English,USA,PG-13,17000000,566,5.7,2.35
54,91,38,362,17000,16702864,Comedy|Crime,18711,0,English,USA,PG,18000000,632,5.2,1.85
99,125,34,1000,16000,15561627,Drama,21622,0,English,USA,R,18000000,4000,7.5,2.35
412,122,0,816,14000,17750583,Biography|Drama,28933,0,English,UK,R,30000000,13000,7.2,2.35
107,102,0,529,946,14793904,Comedy|Romance,4072,1,English,Canada,PG-13,18000000,800,5.3,1.85
192,90,44,729,12000,15281286,Comedy|Drama|Romance,16004,2,English,USA,R,18000000,904,6.5,1.85
25,98,28,102,372,8000000,Action|Adventure|Western,927,0,English,USA,PG,18000000,262,5,2.35
104,109,128,1000,11000,13491653,Drama|Thriller,14995,0,English,USA,R,18000000,2000,6.1,2.35
120,107,0,101,517,,Mystery|Thriller,1067,0,English,USA,R,18000000,376,7.4,2.35
146,90,31,179,210,10494494,Action|Crime|Thriller,676,1,English,USA,PG-13,18000000,193,4.4,2.35
124,112,0,177,805,7837632,Drama,1466,0,English,USA,R,18000000,223,7.5,1.85
107,94,0,197,712,15155772,Comedy|Drama|Romance,1673,2,English,USA,PG-13,18000000,341,5.7,2.35
11,105,6,371,723,8508843,Adventure|Comedy,2368,1,English,USA,PG,18000000,422,5.5,1.37
93,104,109,202,405,7739049,Comedy|Drama|Romance,847,2,English,Canada,R,18000000,204,7.1,1.85
38,112,213,45,567,6734844,Drama|Romance,711,0,English,USA,R,17000000,67,5.9,1.85
60,108,25,94,1000,6000000,Action|Adventure|Fantasy,1263,0,English,USA,PG,18000000,115,6.7,2.35
184,112,97,231,577,6615578,Biography|Drama|Romance,1341,2,English,Germany,R,13000000,416,7,2.35
148,127,13000,940,40000,5887457,Biography|Comedy|Drama,56585,1,English,USA,R,18000000,13000,7.9,1.85
217,111,655,405,24000,13362308,Drama,39307,1,English,USA,PG-13,18000000,14000,6.9,2.35
160,126,44,9,627,5701643,Adventure|Biography|Drama|History|War,653,0,Mongolian,Russia,R,20000000,12,7.3,2.35
209,114,0,1000,27000,5694401,Action|Crime|Thriller,46944,4,English,UK,R,18000000,18000,7.3,2.35
40,99,379,251,456,5333658,Action|Sci-Fi,1356,2,English,USA,PG,20000000,278,3.5,1.85
85,150,0,401,597,4414535,Drama,1645,0,English,UK,PG-13,18000000,591,7.8,2.2
83,117,78,238,989,4806750,Biography|Drama|Music|Romance,1598,0,English,Australia,PG,,258,7.4,1.85
263,112,337,201,4000,3707794,Adventure|Drama|Sci-Fi|Thriller,5671,0,English,Greece,PG-13,18000000,820,6.7,2.35
128,108,11000,922,11000,3203044,Comedy|Romance,14843,2,English,USA,R,18000000,944,6.4,2.35
186,116,6,212,25000,4435083,Biography|Drama|Romance|War,39463,2,English,Australia,R,18000000,14000,7.1,2.35
14,60,,405,654,,Drama|Mystery,1906,1,,USA,,,426,6.7,
292,144,0,16,63,2222647,Drama|Mystery,167,0,German,Germany,R,12000000,43,7.8,1.85
15,92,662,161,662,,Horror,1498,0,English,USA,,,290,4,
70,93,28,415,1000,3500000,Action|Horror|Romance|Sci-Fi|Thriller,2319,2,English,USA,R,2700000,695,5.9,1.85
79,103,154,576,1000,676698,Crime|Drama|Mystery|Thriller,4094,0,English,USA,R,18000000,783,7.2,1.85
103,93,190,151,364,3419967,Music,1083,0,English,USA,R,,253,7.2,2.35
97,98,34,394,663,,Crime|Drama|Thriller,2215,1,English,Germany,R,18000000,551,5.1,2.35
108,334,,30,897,145118,Biography|Crime|Drama|Thriller,1032,0,English,France,Not Rated,,30,7.7,2.35
59,114,157,32,84,,Thriller,198,0,English,France,Not Rated,18000000,35,5.5,2.35
10,121,0,353,854,229311,Action|Drama|History|Romance|War|Western,2705,2,English,Spain,R,11350000,578,6.2,2.35
184,87,0,83,1000,,Horror,1592,1,English,USA,Unrated,3500000,177,7.2,1.85
23,92,55,757,1000,,Action|Crime|Drama|Thriller,3212,1,English,USA,R,18000000,872,5.2,
112,105,2,69,805,63260,Action|Animation|Sci-Fi|Thriller,1185,0,English,France,R,14000000,306,6.7,2.35
45,90,78,720,2000,,Drama|Western,4142,1,English,Canada,R,11000000,1000,6.3,2.35
59,89,130,183,444,,Action|Adventure|Fantasy,1243,1,English,Netherlands,PG-13,17900000,312,5,2.35
195,114,89,920,22000,,Drama|Horror|Mystery|Thriller,25804,2,English,Spain,R,14000000,2000,6.2,2.35
256,119,99,778,15000,121463226,Comedy,17584,2,English,USA,R,20000000,833,7.6,1.85
44,103,0,543,923,90485233,Comedy|Crime|Drama,3699,0,English,USA,PG-13,,619,4.1,1.85
59,91,512,413,11000,,Action|Horror,13545,2,English,France,R,18000000,918,5.3,2.35
97,98,209,129,158,58006147,Drama|Music|Musical|Romance,816,2,English,USA,PG-13,23000000,152,6.2,1.85
142,80,19,854,11000,51053787,Action|Animation|Comedy|Crime|Family,14385,1,English,USA,PG,17500000,979,6.5,1.85
187,121,83,242,3000,23472900,Drama|History|War,4142,1,English,UK,PG-13,17500000,460,8.1,2.35
193,94,87,280,866,39687528,Action|Crime|Drama|Thriller,2124,1,English,France,R,24000000,794,6.3,2.35
40,93,148,170,549,7017178,Drama|Family|Music|Musical,1373,5,English,USA,PG,17500000,269,4.4,2.35
46,93,32,1000,13000,,Action|Thriller,16735,4,English,USA,R,18000000,1000,4.6,2.35
38,116,0,50,109,325491,Crime|Drama|Thriller,245,0,English,USA,R,17500000,67,6,1.85
239,101,448,83,482,96471845,Fantasy|Horror|Thriller,956,0,English,USA,PG-13,17000000,203,7.6,1.85
250,154,0,604,2000,85200000,Action|Adventure|Sci-Fi,4228,1,English,USA,R,18500000,626,8.4,1.85
82,170,165,244,453,72000000,Drama|Family|Musical|Romance,1164,1,English,USA,Approved,17000000,272,7.9,2.2
140,99,13,681,45000,72219395,Horror|Mystery|Thriller,50284,1,English,USA,R,17000000,4000,5.6,2.35
129,104,42,613,839,82389560,Comedy,3627,1,English,USA,R,17000000,756,6.5,1.85
285,126,729,284,912,71502303,Adventure|Comedy|Drama|Romance,2170,0,English,USA,R,12000000,306,7.5,1.85
91,110,422,422,33000,19179969,Comedy,35345,2,English,USA,R,17500000,459,6.3,2.35
318,101,0,598,2000,47000000,Horror|Thriller,4400,0,English,USA,R,300000,742,7.9,2.35
283,80,611,576,5000,84961,Action|Adventure|History,6229,4,Mandarin,China,PG-13,31000000,643,7.9,2.35
52,87,9,503,818,37566230,Comedy|Drama|Family|Fantasy|Sci-Fi,2164,1,English,USA,PG,17000000,636,5.1,1.85
56,123,92,849,1000,70492685,Comedy|Drama,5306,5,English,USA,R,17000000,886,6.7,2.35
186,109,248,968,16000,35635046,Action|Crime|Drama|Thriller,19410,0,English,UK,R,17000000,988,6.7,2.35
178,90,52,298,723,45670855,Horror|Mystery,1978,0,English,Canada,R,20000000,346,5.6,1.85
140,96,36,486,1000,37939782,Comedy|Romance,3294,0,English,USA,R,17000000,580,5.6,1.85
469,125,364,1000,12000,172051787,Action|Adventure|Sci-Fi,25549,0,English,USA,PG,170000000,10000,6.8,2.35
63,82,12,281,8000,30324946,Comedy|Music|Romance,9271,2,English,USA,PG-13,17000000,357,6.2,1.85
148,86,33,583,15000,27854896,Drama|Fantasy|Romance,17396,1,English,USA,PG-13,17000000,976,5.6,2.35
265,108,192,580,1000,41777564,Horror,4500,0,English,USA,R,15000000,1000,6.4,2.35
75,98,39,428,593,22734486,Comedy,2713,1,English,USA,PG-13,17000000,517,5.6,2.35
113,129,51,89,427,44469602,Biography|Drama|Sport,952,0,English,USA,PG,17000000,234,7.4,2.35
62,99,17,826,918,24708699,Comedy,4797,7,English,USA,PG-13,,912,4.9,2.35
54,105,49,104,680,21160089,Comedy|Crime|Drama|Music|Romance,1538,0,English,USA,PG-13,,503,6,2.35
223,112,36,746,10000,64998368,Comedy|Music|Romance,12676,4,English,USA,PG-13,17000000,751,7.2,1.85
50,108,19,505,973,19693891,Comedy|Drama|Romance|Sport,3344,2,English,USA,PG-13,34000000,954,4.9,1.85
125,121,0,244,989,16311763,Crime|Drama|Thriller,2365,1,English,UK,R,17000000,888,7.5,1.85
81,89,11,973,1000,12693621,Horror|Mystery|Thriller,4060,0,English,USA,PG-13,17000000,982,4.8,2.35
37,89,0,323,690,15655665,Comedy|Romance,2135,2,English,USA,PG-13,4000000,400,3.1,1.33
44,73,11,142,1000,11634458,Adventure|Comedy|Family|Fantasy|Musical,2020,0,English,USA,G,17000000,436,5.8,1.85
197,132,847,625,3000,27154426,Crime|Drama|Thriller,6317,1,English,USA,R,17000000,960,6.7,2.35
15,154,117,86,715,,Action|Adventure|Drama|History|War,1567,3,English,USA,Unrated,9000000,490,6.8,2.2
543,96,201,58,394,54239856,Horror,673,0,English,USA,R,17000000,150,6.5,2.35
112,98,80,399,567,8662318,Comedy|Romance,2016,1,English,USA,PG-13,17000000,503,5.9,1.85
153,107,80,841,2000,7156725,Comedy|Music,5992,6,English,USA,PG-13,19000000,2000,5.5,1.85
94,134,22,488,1000,15681020,Action|Adventure|Family|Sci-Fi,3007,6,English,UK,PG,17000000,593,3.6,2.35
62,94,8,66,328,7070459,Drama,760,0,English,Canada,PG-13,,122,3.3,1.85
157,122,47,834,23000,6855137,Action|Crime|Drama|Thriller,27381,2,English,Germany,R,17000000,979,7.4,2.35
35,128,9,193,767,2694071,Biography|Drama|Romance|Sport,1727,3,English,USA,PG,,327,6.7,2.35
21,97,3,161,400,2315683,Adventure|Crime|Drama|Romance,805,0,English,UK,PG-13,17000000,193,3,1.85
236,110,168,96,3000,39825798,Drama|Mystery|Romance|Thriller,4210,3,English,USA,PG-13,16000000,979,7.6,1.85
50,102,4,60,634,2000000,Adventure|Horror|Thriller,1262,0,English,USA,PG,17000000,537,6.4,2.35
106,98,541,71,214,1569918,Biography|Crime|Drama|Thriller,409,1,English,Ireland,R,17000000,96,6.9,2.35
106,120,30,55,14000,106869,Crime|Drama|Romance|Thriller,14492,1,English,France,R,17000000,287,6.6,
173,160,219,215,1000,273420,Comedy|Mystery|Sci-Fi|Thriller,2340,6,English,France,R,17000000,876,5.5,2.35
41,80,0,168,677,,Adventure|Animation|Family|Fantasy,1364,0,French,France,PG,11000000,262,6.6,
41,91,22,255,669,,Sci-Fi,1769,0,English,USA,PG,17000000,642,5.2,2.35
145,83,57,62,465,4930798,Horror|Thriller,730,1,English,USA,PG-13,17000000,152,4.1,2.35
31,102,6,165,3000,59847242,Comedy|Drama|Family|Romance,5433,1,English,USA,PG-13,16500000,2000,6.8,1.85
105,122,30,260,21000,220914,Biography|Drama|Romance,25173,2,English,USA,R,16800000,3000,6.5,1.85
236,110,168,96,3000,39825798,Drama|Mystery|Romance|Thriller,4210,3,English,USA,PG-13,16000000,979,7.6,1.85
114,126,0,168,826,43848100,Crime|Drama,1607,2,English,USA,R,15000000,508,7.4,1.85
69,136,0,1000,25000,42700000,Drama|Romance,41059,2,English,USA,PG,16500000,14000,7.7,1.85
150,120,11,281,11000,18663911,Biography|Drama|Romance,12554,1,English,UK,PG,16500000,838,7.1,2.35
72,108,18,433,714,11702090,Comedy|Romance,2785,2,English,USA,PG-13,16500000,701,6.3,2.35
158,126,26,385,638,13005485,Drama,2282,0,English,USA,R,15000000,624,7.6,1.85
96,128,608,1000,49000,95860116,Comedy|Drama,51609,0,English,USA,PG,16400000,1000,8,1.85
84,113,137,481,879,127175354,Comedy,2985,2,English,USA,PG-13,16000000,854,7.3,1.85
114,89,0,62,227,92823600,Comedy|Drama|Romance,485,0,English,USA,R,16000000,73,7.6,1.85
79,129,0,359,844,54000000,Drama,2330,0,English,USA,R,16000000,617,7.8,1.85
103,94,480,486,1000,68525609,Comedy,3889,5,English,USA,R,15600000,490,6.5,1.85
67,106,48,35,23000,52885587,Comedy|Drama|Romance|Sport,23369,0,English,USA,R,16000000,255,6.4,1.85
576,100,405,628,996,44667095,Comedy|Drama|Romance,4606,0,English,France,PG-13,15000000,897,8,1.33
178,89,687,389,10000,42638165,Drama|Fantasy|Horror|Mystery|Thriller,12183,1,English,USA,PG-13,16000000,787,4.8,2.35
487,94,0,559,13000,45507053,Adventure|Comedy|Drama|Romance,27911,2,English,USA,PG-13,16000000,13000,7.8,1.85
196,83,473,597,20000,39511038,Horror,26402,0,English,USA,R,16000000,4000,5.9,1.85
24,111,19,107,241,6462576,Drama,824,0,English,USA,PG-13,18500000,118,5.4,2.35
56,80,11,499,911,40363530,Comedy|Family,3058,2,English,USA,PG,16000000,521,3.3,1.85
406,112,0,250,634,37623143,Drama|Fantasy|War,1322,0,Spanish,Spain,R,13500000,269,8.2,1.85
3,60,,762,1000,,Drama|Fantasy|Mystery|Thriller,4561,0,English,USA,,,921,6.6,16
51,94,14,635,1000,33357476,Action|Comedy|Crime|Family,4194,0,English,USA,PG,35000000,1000,5.4,1.85
41,130,309,522,939,28734552,Crime|Drama|Romance|Thriller,3107,2,English,USA,R,16000000,881,6.4,1.85
138,91,26,638,3000,37300107,Drama|Horror|Thriller,5349,1,English,USA,PG-13,16000000,1000,4.8,2.35
78,91,29,459,861,27087695,Adventure|Comedy|Drama,2543,0,English,USA,PG-13,17700000,593,5.9,1.85
40,110,23,51,633,30102717,Action|Crime,874,2,English,USA,R,15000000,67,5.5,1.85
285,121,1000,108,175,23618786,Action|Comedy|Mystery,485,1,English,UK,R,8000000,115,7.9,2.35
124,114,15,650,851,26896744,Comedy|Drama,3485,4,English,USA,PG-13,16500000,680,4.9,1.85
275,96,11000,252,19000,23213577,Drama|Romance,19894,0,English,Spain,PG-13,15500000,581,7.2,1.85
34,270,5,292,908,,Action|Adventure|Drama|Romance|War,2762,1,Swedish,Sweden,,25000000,690,6.6,2.35
81,100,24,851,15000,55461307,Comedy,18786,9,English,USA,R,20000000,1000,6.7,
67,94,7,95,3000,20627372,Comedy|Drama|Romance,3451,3,English,USA,PG-13,16000000,240,5.3,1.85
103,109,7,450,835,16346122,Drama,2572,0,English,USA,PG-13,16000000,787,7.2,1.85
300,107,45,271,24000,16204793,Comedy|Fantasy|Horror,24805,1,English,USA,R,16000000,396,5.1,1.85
84,96,22,324,8000,15427192,Comedy|Crime|Mystery,11078,0,English,USA,PG-13,16000000,2000,5.6,1.85
64,88,11000,233,854,14792779,Comedy,1653,0,English,USA,PG,16000000,410,7.6,1.85
169,110,179,734,12000,13998282,Action|Drama|Fantasy|Mystery|Thriller,15044,1,English,USA,PG-13,16000000,1000,3.1,2.35
158,113,47,238,21000,19057024,Drama|Romance,22088,0,English,USA,PG-13,16000000,541,7.2,1.85
46,101,6,258,812,14108518,Comedy|Drama|Romance,1882,1,English,USA,PG-13,16000000,326,5.7,1.85
15,105,121,384,11000,13854000,Comedy|Romance|Sci-Fi,14677,0,English,USA,PG-13,20000000,3000,5.2,1.85
68,125,438,372,18000,77324422,Drama,33865,2,English,USA,PG-13,26000000,15000,7.7,1.85
111,100,9,363,599,15500000,Mystery|Sci-Fi|Thriller,2389,0,English,Germany,R,16000000,380,7,2.35
21,97,3,578,1000,11540112,Comedy,3835,1,English,USA,PG-13,,584,3.6,1.85
42,108,38,316,940,,Action|Drama|Sci-Fi|Thriller,1945,7,English,USA,PG,16000000,416,4.9,2.35
65,112,28,215,555,4734235,Comedy|Drama|Music,1227,0,English,USA,R,15000000,403,6,1.85
109,112,11000,642,11000,4839383,Comedy|Romance,12766,0,English,USA,PG-13,16000000,650,6.6,1.85
42,95,89,322,1000,4193025,Comedy|Music,2518,0,English,USA,R,15000000,852,6.8,2.35
112,110,85,186,1000,5900000,Action|Adventure|Fantasy,1852,1,English,UK,R,16000000,309,7.2,1.85
146,118,369,295,1000,2849142,Drama,1889,1,English,USA,R,16000000,418,7.2,2.35
36,97,34,465,503,1686429,Action|Crime|Sci-Fi,3100,1,English,USA,PG-13,16000000,489,2.8,1.85
230,120,115,310,10000,1984743,Drama|Romance,11019,3,English,USA,R,16000000,316,6.6,2.35
64,135,133,258,898,1666262,Drama|History|Romance|War,2096,0,English,UK,PG-13,16000000,708,6.7,1.66
393,101,0,888,3000,2319187,Crime|Drama|Mystery|Thriller,5056,0,English,UK,R,20000000,1000,7,2.35
75,92,29,618,939,13922211,Comedy,3935,9,English,USA,R,16000000,881,4.4,1.85
78,106,172,27,172,,Comedy|Romance,329,2,French,France,,11000000,55,7.1,2.35
67,92,6,227,10000,23091,Drama|Romance|War,11091,1,English,UK,R,15000000,304,6.2,2.35
216,161,929,116,488,336467,Drama|Fantasy,943,0,English,France,Not Rated,13000000,289,7.3,2.35
54,92,143,613,1000,2964,Comedy|Horror|Romance,3086,2,English,USA,PG-13,16000000,945,5.1,1.78
84,93,529,805,1000,,Drama|Family,4453,0,English,USA,G,16000000,884,8.1,1.85
69,110,22,44,5000,,Crime|Drama|Thriller,5273,0,English,France,R,16000000,170,6.7,2.35
208,122,0,567,883,2428883,Drama|Western,2896,1,English,USA,R,16000000,596,6.6,2.35
32,91,10,574,890,13571817,Comedy|Drama|Romance|Sport,3104,3,English,USA,PG-13,15600000,578,4.5,1.85
20,45,,15,422,,Comedy|Crime|Drama,537,0,English,Norway,TV-MA,34000000,57,8.1,16
78,115,460,125,232,1554566,Drama|War,699,1,English,Canada,R,,150,6.6,1.66
21,94,4,518,844,508867,Drama|Sport,3583,0,English,USA,PG,,626,6.5,2.35
40,93,7,922,1000,1181197,Drama|Mystery|Thriller,4329,0,English,USA,R,15500000,1000,5.9,1.85
40,94,7,17,235,81525,Action|Comedy|Crime|Drama|Thriller,303,1,French,France,R,15300000,46,6.6,2.35
251,95,571,102,499,7774730,Comedy|Horror|Sci-Fi,1120,0,English,Canada,R,15500000,298,6.5,1.85
94,105,102,383,901,234760500,Action|Comedy|Crime,3464,1,English,USA,R,14000000,605,7.3,1.85
102,103,0,925,3000,285761243,Comedy|Family,7521,5,English,USA,PG,18000000,1000,7.5,1.85
21,102,12000,801,19000,167780960,Comedy|Drama|Family,21499,4,English,USA,PG,11000000,875,5.9,1.85
94,116,521,481,13000,177200000,Comedy|Drama|Romance,14701,1,English,USA,PG,22000000,521,7.4,2.35
173,110,12000,555,10000,176781728,Action|Drama|Romance,13069,2,English,USA,PG,15000000,1000,6.9,1.33
287,120,0,5,103,128067808,Action|Drama|Romance,129,3,Mandarin,Taiwan,PG-13,15000000,21,7.9,2.35
176,122,0,158,18000,130058047,Drama,19078,0,English,USA,R,15000000,828,8.4,2.35
479,118,0,520,14000,138795342,Biography|Drama|History|Romance,15732,0,English,UK,R,15000000,1000,8,1.85
27,107,425,247,742,111936400,Comedy|Crime,2151,1,English,USA,PG,15000000,384,6,1.85
20,45,,260,460,,Crime|Drama|Horror|Mystery|Thriller,2380,0,English,USA,TV-14,,292,7.3,16
60,102,4,882,17000,317040,Drama|Romance,30978,1,English,USA,PG-13,15500000,13000,6.8,2.35
70,154,14000,271,852,94175854,Drama,2592,0,English,USA,PG-13,15000000,581,7.8,1.85
43,103,2,13,94,,Action|Comedy|Drama|Thriller,213,2,Korean,South Korea,R,,80,5.7,2.35
1,141,335,635,11000,,Adventure|Drama|History,13390,2,English,USA,PG-13,100000000,744,6.1,2.35
454,114,77,305,19000,91121452,Biography|Drama|Thriller|War,20295,1,English,UK,PG-13,14000000,393,8.1,2.35
25,109,6,271,1000,69800000,Comedy|War,2419,1,English,USA,R,10000000,745,6.1,1.85
46,124,150,572,874,79900000,Biography|Drama|Music|Musical,2667,0,English,USA,PG,,816,7.5,1.85
111,94,87,569,17000,64001297,Comedy|Family,20154,1,English,USA,PG,15000000,975,6.2,1.85
393,100,127,250,1000,71588220,Fantasy|Horror,1949,1,English,Canada,PG-13,20000000,340,6.2,1.85
318,101,0,598,2000,47000000,Horror|Thriller,4400,0,English,USA,R,300000,742,7.9,2.35
55,98,11000,624,816,61400000,Adventure|Comedy,3617,1,English,USA,R,15000000,695,7.4,1.85
157,102,79,27,925,101978840,Comedy,1018,0,English,USA,R,15000000,38,6.6,1.85
280,94,350,39,326,56437947,Biography|Drama,486,0,English,UK,PG-13,9800000,48,7.3,1.85
109,92,13000,217,925,73326666,Comedy|Fantasy,1953,3,English,USA,PG,15000000,692,7.5,1.85
41,113,0,607,2000,55184721,Comedy|Drama,6510,8,English,USA,PG-13,15000000,721,5.6,1.85
27,115,44,902,23000,50003300,Drama|Family|Romance,29370,4,English,USA,PG,15000000,4000,7.3,1.85
462,95,43,259,11000,54322273,Drama|Fantasy|Horror|Thriller,11946,0,English,UK,PG-13,17000000,326,6.4,2.35
152,87,165,383,1000,47860214,Horror|Thriller,2452,0,English,USA,PG-13,15000000,431,5,2.35
69,88,189,799,934,47811275,Adventure|Comedy|Family,3707,1,English,USA,PG,15000000,927,5.4,1.85
140,183,517,652,22000,,Drama|War,34025,2,English,UK,R,15000000,11000,8.2,2.35
130,97,272,957,22000,43022524,Comedy|Drama,29252,0,English,USA,R,15000000,4000,7.1,1.85
66,94,13,566,925,42672630,Adventure|Comedy|Family|Music|Romance,3423,1,English,USA,PG,17000000,738,5.3,2.35
238,112,29,874,12000,42919096,Action|Drama|Thriller,15800,1,English,USA,PG-13,15000000,1000,6.5,2.35
198,98,66,562,3000,42592530,Comedy|Fantasy|Horror,4567,0,English,USA,PG-13,15000000,658,6.2,2.35
154,104,0,1000,4000,40064955,Horror|Mystery|Sci-Fi,12170,1,English,USA,R,15000000,4000,6.4,1.85
19,118,13,2,90,39100956,Biography|Drama|Music,114,0,English,USA,R,,22,7.2,1.85
131,120,446,1000,22000,44886089,Crime|Drama|Thriller,40117,3,English,USA,R,10000000,13000,6.9,1.85
97,99,11,971,11000,37882551,Comedy,15369,0,English,USA,R,16000000,983,5.7,1.85
355,109,453,953,15000,40983001,Crime|Drama|Thriller,27788,2,English,USA,R,7000000,10000,7.7,1.85
138,105,488,13000,15000,20991497,Comedy|Drama|Romance,44037,1,English,USA,PG-13,37000000,14000,5.4,1.85
102,106,357,883,23000,35007180,Action|Crime|Drama|Thriller,26652,0,English,USA,PG-13,15000000,1000,5.6,1.85
419,123,120,149,13000,35887263,Biography|Drama|Romance,14100,0,English,UK,PG-13,15000000,876,7.7,2.35
37,86,14,685,833,34308901,Comedy|Crime,4435,3,English,USA,PG-13,16000000,807,5.1,2.35
78,120,18,944,20000,33771174,Comedy|Drama|Romance,22383,2,English,USA,PG-13,15000000,1000,6.8,1.85
181,227,767,87,607,6000000,Adventure|Biography|Drama|History|War,1076,8,English,UK,PG,15000000,202,8.4,2.2
220,119,0,593,908,33386128,Horror,3226,0,English,USA,R,15000000,764,4.9,1.85
349,115,212,612,2000,37877959,Adventure|Biography|Drama,4896,1,English,USA,R,15000000,820,7.1,2.35
241,114,29,616,956,32721635,Crime|Horror|Thriller,3861,0,English,USA,R,15000000,878,6.6,1.85
103,90,6,458,1000,31585300,Comedy|Romance,2666,0,English,USA,PG-13,15000000,650,6.1,1.85
151,94,28,731,2000,30259652,Comedy|Horror|Thriller,5440,5,English,USA,R,15000000,864,4.1,2.35
344,106,255,850,14000,163192114,Action|Adventure|Fantasy,18003,0,English,USA,PG-13,125000000,1000,5.8,2.35
185,98,0,594,18000,30857814,Adventure|Family|Fantasy|Romance,20060,0,English,USA,PG,16000000,636,8.1,1.85
112,126,18000,697,18000,30226144,Biography|Drama,22745,1,English,USA,PG-13,15000000,2000,7.6,2.35
676,100,0,228,33000,35054909,Crime|Drama,34337,0,English,USA,R,15000000,745,7.8,2.35
74,89,10,231,811,29302097,Comedy|Family|Music|Romance,2167,8,English,Germany,PG,15000000,636,4.6,1.85
65,111,13,106,818,29106737,Comedy|Drama|Romance,1450,0,English,USA,R,15000000,511,6,1.85
274,100,35,306,10000,28637507,Drama|Horror|Sci-Fi,11471,1,English,UK,R,15000000,1000,7,1.85
50,115,49,100,116,30127963,Drama|Family|Sport,525,0,English,USA,PG,15000000,110,6.7,1.85
96,106,61,649,907,32645546,Comedy|Drama|Family,3462,5,English,USA,PG,14000000,807,6.4,1.85
68,124,107,865,1000,27441122,Drama|Romance|Sport,5135,0,English,USA,PG-13,15000000,886,7.2,1.85
111,107,5,141,893,28014536,Action|Comedy|Crime|Romance|Thriller,2044,1,English,USA,R,15000000,822,7.4,1.85
128,99,3,628,14000,33860010,Comedy|Romance,16461,3,English,USA,PG-13,15000000,982,4.8,1.85
160,90,31,162,193,26421314,Adventure|Fantasy|Horror|Mystery|Thriller,608,0,English,USA,R,15000000,184,4,1.85
93,101,26,266,838,24881000,Drama|Fantasy|Horror|Thriller,1812,0,English,USA,R,15000000,328,6.2,1.85
